FIRE SIZE,DC,DMC,FFMC,ISI,BUI,FWI
0.1,nan,nan,nan,nan,nan,nan
0.1,617.34515,170.80403,98.211205,19.451118,201.93329,59.19232
0.1,nan,nan,nan,nan,nan,nan
25.0,749.2346,185.69153,94.859535,11.639122,229.30484,43.447514
68040.97,741.3882,181.735,98.72827,19.720802,225.36302,60.31079
16.64,575.8994,168.02673,98.62433,17.907541,194.31682,55.99659
128.59,741.3882,181.735,98.72827,19.720802,225.36302,60.31079
757.39,741.3882,181.735,98.72827,19.720802,225.36302,60.31079
0.2,111.82885,59.982788,90.93526,6.5938754,59.772465,18.051086
0.25,77.486755,36.17022,92.858765,6.8108215,36.082237,14.122257
0.25,309.8422,174.35612,96.991066,13.950223,173.6572,47.07236
0.1,424.2175,51.804806,68.58197,0.779396,79.37632,3.1512547
0.38,429.9753,71.08393,54.685055,0.30334458,100.59267,0.8486432
0.1,607.04987,162.91719,98.756035,18.839376,195.00085,57.79857
0.56,533.6964,111.91476,96.68707,14.8790455,146.8463,47.166603
0.55,524.56494,105.431984,93.54997,10.286327,140.34456,36.709656
9.0,617.34515,170.80403,98.211205,19.451118,201.93329,59.19232
0.1,931.97705,177.41884,98.304955,18.713287,240.41786,58.65699
0.1,524.56494,105.431984,93.54997,10.286327,140.34456,36.709656
0.1,617.34515,170.80403,98.211205,19.451118,201.93329,59.19232
6.0,617.34515,170.80403,98.211205,19.451118,201.93329,59.19232
25.0,617.34515,170.80403,98.211205,19.451118,201.93329,59.19232
0.1,777.0755,189.86072,95.39977,10.269177,235.73204,40.16515
0.1,777.0755,189.86072,95.39977,10.269177,235.73204,40.16515
0.5,920.6499,140.5646,96.21875,14.329166,203.46626,49.017475
3273.0,617.34515,170.80403,98.211205,19.451118,201.93329,59.19232
34006.0,777.0755,189.86072,95.39977,10.269177,235.73204,40.16515
6269.0,617.34515,170.80403,98.211205,19.451118,201.93329,59.19232
8669.0,617.34515,170.80403,98.211205,19.451118,201.93329,59.19232
0.1,823.0242,44.14565,54.393417,0.35948125,77.85171,0.83447814
2826.0,617.34515,170.80403,98.211205,19.451118,201.93329,59.19232
15378.0,617.34515,170.80403,98.211205,19.451118,201.93329,59.19232
3.5,476.5333,221.53902,93.981575,11.596409,221.10753,43.220776
0.1,693.1915,237.11816,95.4412,12.09294,255.62982,44.80322
0.1,400.18027,240.39821,92.46174,8.984255,239.10039,36.853577
0.1,nan,nan,nan,nan,nan,nan
0.1,409.4428,246.4945,95.17336,13.96412,245.14131,48.96786
151623.0,482.8598,89.86394,86.6232,3.614989,122.6586,16.838503
0.04,nan,nan,nan,nan,nan,nan
204.0,429.7327,122.41246,97.64216,17.868446,142.99326,52.509087
0.1,263.08096,44.395603,66.357864,0.99872667,62.446274,3.4349456
0.75,26.0559,13.7275715,93.89322,14.520406,13.595812,15.63486
3.4,420.12573,115.33436,97.590294,22.842922,136.78915,60.298813
0.75,263.08096,44.395603,66.357864,0.99872667,62.446274,3.4349456
0.01,818.18536,150.04367,97.042,19.039663,205.75563,58.54326
0.05,59.255787,32.733246,93.50448,13.473871,32.556076,22.228046
0.1,353.247,162.62274,93.5857,9.292965,162.35782,35.72521
0.1,315.79895,39.229794,70.01149,0.8279571,59.867226,2.6128063
0.1,333.8648,50.07487,65.96733,0.5981506,72.8381,2.0020492
0.1,188.25056,99.82343,97.91418,21.31919,99.52015,51.27308
0.1,631.0467,202.47336,96.394905,17.435299,224.70412,55.907215
0.1,553.4168,155.22122,95.95736,14.612625,182.48494,48.889126
0.1,631.0467,202.47336,96.394905,17.435299,224.70412,55.907215
0.1,830.98126,284.27786,95.263145,31.575045,306.45816,80.933365
0.1,784.00806,253.17554,96.890976,15.109242,280.1681,51.716923
0.1,nan,nan,nan,nan,nan,nan
1.0,nan,nan,nan,nan,nan,nan
0.1,nan,nan,nan,nan,nan,nan
0.2,257.65225,153.90509,95.7189,13.157373,153.2085,44.119877
0.1,410.9059,87.21073,94.92979,12.139277,113.95624,37.9271
0.1,831.261,76.218895,94.49744,10.103681,124.01112,34.764206
0.25,983.3029,169.1785,95.691895,15.977998,236.59209,53.157185
0.1,368.6995,175.98943,97.57567,26.387487,175.62045,69.79724
0.1,655.3722,197.09111,96.86098,18.740082,225.01181,58.45057
0.1,nan,nan,nan,nan,nan,nan
0.5,939.2191,140.98839,97.801346,17.07549,205.03214,54.725746
0.01,nan,nan,nan,nan,nan,nan
0.1,nan,nan,nan,nan,nan,nan
0.25,815.94824,67.163025,94.34501,29.021252,111.40159,64.92659
0.7,398.69135,87.736984,92.9784,10.302263,113.19762,33.95447
0.2,879.2507,318.5139,95.60984,19.865332,334.28543,61.401806
0.1,68.03818,42.419792,92.377205,12.286913,42.15542,23.624056
0.1,nan,nan,nan,nan,nan,nan
0.1,482.42987,119.03745,96.938416,17.679289,147.24486,52.588703
0.1,718.736,220.09406,93.19773,27.64367,249.31934,74.36704
0.1,423.5481,80.96797,92.4327,14.407243,109.57055,41.689793
0.1,456.07785,101.107544,95.84409,13.038599,130.10686,41.764595
0.01,nan,nan,nan,nan,nan,nan
0.25,630.86395,163.96144,97.768616,14.846007,198.7713,49.980694
0.01,836.3509,79.188385,94.54828,11.139153,128.06319,37.505787
0.5,743.60406,43.829712,48.726032,0.2974281,76.40127,0.68090487
0.1,719.83606,32.125645,70.00983,0.8796656,57.802147,2.7380078
0.1,237.8556,135.67618,93.23837,8.537993,135.14603,32.05575
17790.0,177.85992,81.627045,97.68329,24.025267,81.5032,50.43584
0.01,nan,nan,nan,nan,nan,nan
20.0,nan,nan,nan,nan,nan,nan
0.1,285.5166,79.132324,84.96415,2.5420806,93.48801,11.1217375
0.1,482.42987,119.03745,96.938416,17.679289,147.24486,52.588703
0.25,353.247,162.62274,93.5857,9.292965,162.35782,35.72521
1.1,701.6038,314.2167,94.798096,17.13511,313.6709,56.041378
0.1,448.11978,96.18651,95.79282,18.152948,125.193,50.82149
0.1,843.89465,46.689323,93.789085,11.571472,82.03234,31.532738
0.1,839.20233,43.97179,93.738495,12.379183,77.75786,32.13888
0.1,867.33093,311.31143,96.534676,17.731615,328.15808,57.266594
0.25,393.82843,225.98895,94.86923,13.427308,224.93282,47.505074
0.1,123.56021,52.903896,89.14586,4.8440995,52.858215,13.347486
37.0,103.9131,41.61896,86.25785,4.362641,41.618183,10.711001
0.21,786.76685,368.0824,97.93245,25.41344,367.11533,71.28235
0.1,448.11978,96.18651,95.79282,18.152948,125.193,50.82149
0.1,973.1672,88.316925,89.06538,4.4331307,143.96992,20.784655
0.01,114.88458,49.112713,83.749275,2.3102875,49.069748,6.817207
0.2,335.04367,198.6544,96.879036,18.310438,197.69588,56.893776
0.1,368.17676,72.847244,95.34667,17.383936,97.477425,44.67213
0.1,384.2377,219.77107,92.187454,11.356361,218.7652,42.606365
0.1,218.7108,91.089165,95.971306,19.629734,91.049065,46.771526
0.1,485.77106,145.54982,92.80041,7.096219,166.43147,30.013798
1.2,544.1057,214.32259,95.14631,17.31926,215.96968,55.493446
0.01,nan,nan,nan,nan,nan,nan
0.1,415.5775,76.49047,86.46166,5.396177,104.77101,20.996342
0.01,nan,nan,nan,nan,nan,nan
0.2,871.20667,347.7587,93.53027,16.89979,348.1203,55.625168
0.1,1016.41296,442.5647,96.01908,17.10035,441.8616,56.075752
5.0,nan,nan,nan,nan,nan,nan
84.0,526.4857,125.045425,94.641525,16.071054,156.91737,50.357708
0.25,760.453,245.25664,95.53491,15.605119,271.55923,52.717983
0.1,596.59357,247.27754,96.29701,21.804882,247.15765,64.47715
0.1,1040.3,203.37314,84.720245,2.9492123,273.21573,17.072592
0.1,277.47275,75.31003,81.3609,2.2595577,89.733025,9.842206
0.1,315.79895,39.229794,70.01149,0.8279571,59.867226,2.6128063
0.1,315.79895,39.229794,70.01149,0.8279571,59.867226,2.6128063
0.1,339.31964,51.810936,93.5714,10.780296,74.994484,28.75288
1.8,45.277004,18.296982,91.71861,9.651773,18.291922,13.090578
0.1,656.258,210.09622,94.39034,13.613743,233.39398,48.04863
0.25,688.01984,202.56271,97.6418,19.687437,233.36247,60.39604
0.1,1009.70184,438.55966,97.307,22.103956,437.88687,65.58174
0.5,929.9947,85.52587,95.2979,21.250782,139.07668,57.9768
0.1,815.89233,30.935991,45.09966,0.1430617,56.51483,0.26281786
0.1,353.247,162.62274,93.5857,9.292965,162.35782,35.72521
0.1,323.52377,43.20723,88.356804,6.908544,64.78429,19.497622
0.3,544.1057,214.32259,95.14631,17.31926,215.96968,55.493446
0.1,605.7311,146.81035,97.453545,18.607443,182.8362,56.834618
0.1,119.8742,35.48132,94.97394,14.789923,40.783833,26.45206
0.1,696.285,233.99684,95.32926,18.993187,254.322,59.361504
0.1,402.81128,99.419975,80.436844,2.113282,122.96552,11.086529
0.1,132.60297,59.661415,94.499886,11.574954,59.57687,26.904043
0.1,600.41876,177.33492,95.0423,10.544724,204.02318,40.33295
0.1,537.504,137.50964,92.472824,8.214023,167.73817,33.164646
0.1,nan,nan,nan,nan,nan,nan
0.1,879.7913,426.259,94.03881,16.667332,424.76718,55.19221
52.0,103.9131,41.61896,86.25785,4.362641,41.618183,10.711001
0.1,491.47644,125.22862,96.99007,18.767788,152.9975,55.1178
0.2,nan,nan,nan,nan,nan,nan
0.1,393.4644,58.417553,68.780945,0.7802727,85.20806,3.3602269
0.2,185.70596,93.38461,83.142105,3.8733046,93.153076,15.462391
0.25,295.8572,137.142,87.04553,3.3232555,136.91702,16.526388
0.1,404.6809,90.974205,88.22077,4.121524,116.48337,18.14062
0.1,327.62595,68.43504,90.75265,10.271195,89.915726,30.467806
0.1,396.2602,68.5493,80.20745,1.6922057,95.7074,7.9874425
0.2,396.2602,68.5493,80.20745,1.6922057,95.7074,7.9874425
0.1,729.9266,243.29402,94.902695,17.840025,265.419,57.221878
0.1,677.21326,238.98106,95.64516,20.549704,253.935,62.27882
0.1,nan,nan,nan,nan,nan,nan
0.1,209.09691,67.76812,86.507095,3.922868,74.87165,13.795933
0.1,460.71173,75.4011,86.59901,5.072059,107.01601,20.286852
0.1,185.73466,112.08211,95.48412,21.18639,111.58803,53.58136
0.1,886.1158,67.96907,93.86017,10.00327,114.06491,33.40371
0.1,404.08887,176.72066,96.334694,19.610506,176.53299,58.357944
0.1,34.144608,16.055351,93.17521,11.87939,15.976619,14.428148
0.1,308.7803,130.29042,93.536964,12.725394,130.21352,41.127895
0.1,308.7803,130.29042,93.536964,12.725394,130.21352,41.127895
0.1,832.2922,263.93365,95.632195,18.747854,294.43875,59.161255
0.05,365.29517,131.24649,86.303276,3.4851382,138.2836,17.187658
0.1,451.29498,100.433495,94.29507,14.183056,129.0618,43.95381
0.2,451.29498,100.433495,94.29507,14.183056,129.0618,43.95381
0.1,490.61093,115.92683,95.20914,13.728167,145.75327,44.72666
0.26,465.19284,100.2296,95.05601,11.933344,130.2829,39.46244
0.1,571.08954,169.96078,96.04274,12.287197,194.90694,44.238266
0.1,532.34955,133.635,98.28779,20.143648,164.21396,58.51006
4.42,545.2753,154.09334,98.414055,18.34359,180.59648,56.225487
0.1,554.4071,160.18466,98.010605,19.14028,186.00989,57.98237
0.1,532.34955,133.635,98.28779,20.143648,164.21396,58.51006
0.52,571.08954,169.96078,96.04274,12.287197,194.90694,44.238266
0.06,582.0684,164.44234,94.63004,8.74087,192.74902,35.425697
0.28,901.1801,128.16583,92.39314,12.461823,189.0979,44.448555
0.1,nan,nan,nan,nan,nan,nan
4.5,nan,nan,nan,nan,nan,nan
0.25,296.80304,79.094345,94.27307,11.403414,94.938705,33.550964
1.5,447.82736,73.82074,60.50759,0.46338928,104.554184,2.02454
0.1,340.11105,63.502728,52.022697,0.2999308,86.587975,0.75306547
0.1,340.11105,63.502728,52.022697,0.2999308,86.587975,0.75306547
0.25,436.62128,74.88491,87.60591,5.370653,104.823944,20.93008
1.3,67.932884,28.89391,69.065186,0.95889515,28.861027,1.4236679
0.25,127.8331,59.741653,91.11468,8.303711,59.62981,21.31909
0.25,595.5201,185.08092,95.79372,10.79438,208.31047,41.041763
0.1,453.06433,80.89049,87.83856,4.5845833,111.85449,19.25136
0.1,444.88715,80.15119,94.43103,13.086599,110.52274,39.32327
0.1,545.2558,150.47415,96.169685,22.267118,178.08386,63.155144
0.1,326.0426,118.722534,86.6508,3.8373687,124.29532,17.704254
0.1,16.8829,4.394894,64.06125,0.6750533,5.3245926,0.29849574
1.5,5.922516,3.3113935,59.976307,0.73001283,3.1581323,0.26186535
0.1,94.98651,39.701023,85.15489,3.8047845,39.67511,9.28905
0.1,307.95862,31.20031,46.90572,0.15872659,49.78972,0.26628157
0.1,344.26886,130.34619,93.9466,12.633221,133.9258,41.32583
0.3,326.0426,118.722534,86.6508,3.8373687,124.29532,17.704254
0.1,307.95862,31.20031,46.90572,0.15872659,49.78972,0.26628157
0.1,340.6557,128.8658,90.72746,8.840701,132.46086,32.58561
0.1,887.9543,67.23532,96.091965,15.532274,113.0672,44.31486
0.1,317.8893,40.7876,40.656357,0.05564073,61.76342,0.10900249
0.1,409.93906,121.66862,93.946754,8.636944,139.68906,32.656292
0.1,391.1196,76.14933,95.71027,12.869106,102.438034,37.63307
0.25,396.26367,44.45281,94.845146,9.969202,69.43312,26.21223
0.1,80.83951,44.322456,90.517746,7.660529,44.12961,17.177588
0.1,80.83951,44.322456,90.517746,7.660529,44.12961,17.177588
0.25,22.367838,10.109215,90.13684,6.4772096,10.051563,6.9521503
0.1,136.80472,51.432083,93.033165,9.171629,53.02601,21.546623
0.1,316.08524,31.563559,58.90894,0.52915883,50.516068,0.8969381
0.1,316.08524,31.563559,58.90894,0.52915883,50.516068,0.8969381
0.1,344.26886,130.34619,93.9466,12.633221,133.9258,41.32583
0.5,335.32397,124.654884,94.0924,10.887397,129.21878,37.067837
0.1,316.08524,31.563559,58.90894,0.52915883,50.516068,0.8969381
0.25,307.95862,31.20031,46.90572,0.15872659,49.78972,0.26628157
0.2,866.57416,131.88173,93.07346,17.65761,191.06805,55.38727
0.1,1233.5721,83.705734,74.23152,1.0771724,143.13065,6.608519
0.1,342.77194,25.822853,87.417496,4.1720924,43.460438,10.585588
0.25,nan,nan,nan,nan,nan,nan
0.9,1102.6646,83.938805,89.86072,5.527688,141.037,24.146757
3.5,68.54635,30.496502,86.092926,3.1956778,30.438787,6.7754703
0.01,715.4362,164.87418,97.340416,14.874511,209.2137,50.330585
0.01,159.0797,89.78382,90.39867,7.8835397,89.44965,25.354391
3.5,291.2737,159.6185,91.01034,7.036545,159.04291,29.523785
0.1,540.136,321.38162,98.861374,17.207518,319.4194,56.20094
0.4,309.8422,174.35612,96.991066,13.950223,173.6572,47.07236
1.0,706.6954,159.43964,98.77453,21.64949,203.88278,63.251633
25.0,448.8162,246.53326,98.47755,17.035856,245.47745,55.427536
0.8,612.3808,116.89489,75.86349,1.0569459,158.2639,6.7499523
0.1,623.2801,100.62991,96.05762,14.584039,143.38521,46.260483
0.1,715.4362,164.87418,97.340416,14.874511,209.2137,50.330585
95.0,806.2836,183.10814,95.43367,12.8904295,233.59302,46.42313
2.0,706.6954,159.43964,98.77453,21.64949,203.88278,63.251633
30.0,789.414,173.49794,98.80037,20.08601,223.94753,60.960556
96.0,806.2836,183.10814,95.43367,12.8904295,233.59302,46.42313
1.0,1034.2863,383.70367,95.30154,11.58989,398.14435,43.930706
0.25,612.3808,116.89489,75.86349,1.0569459,158.2639,6.7499523
0.1,730.86835,129.93974,96.69133,12.451135,179.91333,44.07391
0.4,721.8564,123.60274,95.23526,10.996784,173.1043,40.412712
670.0,1070.3059,382.08548,93.4312,8.464189,403.796,35.842033
0.01,458.87518,94.93322,84.78984,3.760386,125.14215,17.489971
0.1,458.87518,94.93322,84.78984,3.760386,125.14215,17.489971
0.26,367.761,34.46446,88.39351,7.7218738,55.84519,19.549973
0.5,458.87518,94.93322,84.78984,3.760386,125.14215,17.489971
0.1,328.4809,99.635925,77.94386,1.7314285,113.33157,9.003379
0.25,326.77255,188.8549,95.5345,14.989092,188.01744,49.905518
0.1,127.29433,45.199608,93.67823,12.587702,47.88858,25.584793
1.25,504.4003,114.008965,91.39063,12.442355,145.69167,41.996403
0.1,4.978782,2.1399267,47.63517,0.21574086,2.1068125,0.06782675
0.1,319.14124,114.341675,92.28994,9.156868,120.63279,32.217903
0.1,319.14124,114.341675,92.28994,9.156868,120.63279,32.217903
1.1,328.36713,122.19813,97.12815,15.947561,126.60743,47.03477
2.5,319.14124,114.341675,92.28994,9.156868,120.63279,32.217903
0.49,296.80304,79.094345,94.27307,11.403414,94.938705,33.550964
3.0,328.36713,122.19813,97.12815,15.947561,126.60743,47.03477
2.0,626.28,176.62634,97.75201,14.249853,207.17886,48.94448
18178.0,777.0755,189.86072,95.39977,10.269177,235.73204,40.16515
1.0,784.981,193.90733,94.16166,10.130714,239.75374,39.856968
1.0,777.0755,189.86072,95.39977,10.269177,235.73204,40.16515
1.0,777.0755,189.86072,95.39977,10.269177,235.73204,40.16515
1.0,777.0755,189.86072,95.39977,10.269177,235.73204,40.16515
1773.0,777.0755,189.86072,95.39977,10.269177,235.73204,40.16515
2.0,777.0755,189.86072,95.39977,10.269177,235.73204,40.16515
11004.0,626.28,176.62634,97.75201,14.249853,207.17886,48.94448
11430.0,777.0755,189.86072,95.39977,10.269177,235.73204,40.16515
0.1,708.4477,181.18285,94.598145,12.822952,221.04019,46.076187
7571.0,716.419,185.0294,93.398254,8.202879,224.86755,34.558365
8.2,708.4477,181.18285,94.598145,12.822952,221.04019,46.076187
0.25,798.95605,224.75606,91.75203,8.591223,263.90964,35.967247
4.5,523.73517,101.545296,76.0818,1.2017583,136.78743,7.1655393
1.5,523.73517,101.545296,76.0818,1.2017583,136.78743,7.1655393
0.1,nan,nan,nan,nan,nan,nan
0.1,617.32855,9.837993,51.29338,0.3226378,18.92211,0.28247806
0.8,186.77637,102.16613,90.0386,6.185389,101.822174,22.82261
0.1,549.5746,265.5841,92.74166,10.100052,264.87766,39.974445
0.1,518.5887,72.650925,71.45933,0.98592055,107.61236,5.187864
20.1,274.73956,62.25711,95.09593,12.410433,79.4851,32.544533
0.25,330.7695,99.375015,93.86151,9.692791,113.50078,32.64167
0.25,274.73956,62.25711,95.09593,12.410433,79.4851,32.544533
4.7,274.73956,62.25711,95.09593,12.410433,79.4851,32.544533
0.2,523.73517,101.545296,76.0818,1.2017583,136.78743,7.1655393
3.0,nan,nan,nan,nan,nan,nan
1.3,274.73956,62.25711,95.09593,12.410433,79.4851,32.544533
0.7,274.73956,62.25711,95.09593,12.410433,79.4851,32.544533
0.7,440.03668,173.25441,94.78673,11.229349,174.62364,41.030212
0.1,716.419,185.0294,93.398254,8.202879,224.86755,34.558365
0.1,716.419,185.0294,93.398254,8.202879,224.86755,34.558365
0.1,707.2327,185.01361,92.20186,7.378445,223.71585,32.19452
0.1,707.2327,185.01361,92.20186,7.378445,223.71585,32.19452
0.1,988.37524,137.22351,94.36251,11.016374,203.7327,41.480034
0.1,777.0755,189.86072,95.39977,10.269177,235.73204,40.16515
160.0,777.0755,189.86072,95.39977,10.269177,235.73204,40.16515
0.1,710.29224,157.94894,98.02581,17.960812,203.02841,56.39904
0.1,537.76385,102.00034,62.38811,0.5885398,138.38179,3.480814
4.7,309.8422,174.35612,96.991066,13.950223,173.6572,47.07236
0.1,741.3882,181.735,98.72827,19.720802,225.36302,60.31079
0.1,777.0755,189.86072,95.39977,10.269177,235.73204,40.16515
0.1,749.2346,185.69153,94.859535,11.639122,229.30484,43.447514
0.1,708.4477,181.18285,94.598145,12.822952,221.04019,46.076187
0.25,186.77637,102.16613,90.0386,6.185389,101.822174,22.82261
0.1,186.77637,102.16613,90.0386,6.185389,101.822174,22.82261
0.49,195.96288,109.59438,95.79233,11.12222,109.199234,35.175056
0.1,101.870865,44.851,87.59419,5.0824175,44.791584,12.63348
1.0,540.89435,80.35294,88.31534,5.4948955,117.18474,22.396814
0.1,439.3676,226.6919,93.500374,11.904935,225.93954,44.029137
0.01,732.3582,217.05002,97.1596,17.639366,249.34973,56.67529
0.1,399.4326,192.87004,96.29735,11.35573,192.42548,41.988564
0.1,516.5948,83.08467,89.62666,7.8704615,118.516426,28.88458
0.1,438.07755,119.7535,94.38096,10.263405,142.27545,36.810127
0.2,nan,nan,nan,nan,nan,nan
0.25,461.34778,252.04704,97.81109,24.870253,250.97466,69.84279
0.1,52.278008,20.982239,85.479675,4.3460655,20.98053,7.183219
0.1,437.17004,49.15279,94.93359,12.47718,76.73618,32.09833
0.1,606.203,142.07251,95.55215,11.759659,179.16827,42.46233
0.1,504.14972,65.77896,87.80694,5.7738924,99.20008,21.452623
0.23,nan,nan,nan,nan,nan,nan
0.1,112.85655,15.4104595,88.1874,4.2719526,22.977148,7.4552984
0.1,241.67902,66.17679,94.35929,10.659889,78.56898,29.209148
0.3,1012.80865,397.03244,98.540436,17.901596,401.03714,57.669254
0.25,418.55963,46.856586,64.57913,0.7093152,73.22097,2.5861404
0.1,903.09015,74.55421,95.96494,12.32673,123.59921,39.544933
0.1,838.50323,286.0918,98.67169,23.868666,308.79044,68.54631
0.25,674.0711,153.08856,96.8018,17.174444,195.29391,54.604675
137.0,30.521484,13.627749,86.16116,4.350774,13.574897,5.5960827
0.1,627.706,140.08441,96.64513,14.134049,179.83493,47.759342
0.1,574.6122,136.60721,94.55894,13.571242,171.36465,46.1422
0.1,619.89966,135.16309,96.59359,16.846567,174.957,53.050087
0.1,619.89966,135.16309,96.59359,16.846567,174.957,53.050087
0.1,413.06436,36.013798,69.49959,0.7762978,59.13755,2.3599267
0.13,256.2073,89.52487,97.20113,14.610136,95.56664,39.594616
0.5,575.9776,122.69701,97.670364,15.692566,160.12035,49.84543
0.5,91.22185,41.4599,62.0281,0.8819637,41.38339,1.944495
0.1,449.68408,81.98304,76.40792,0.9905177,112.63099,5.368561
0.1,355.22046,21.184042,57.38564,0.4265183,36.87096,0.5795685
0.2,477.40323,164.43692,95.05101,14.412138,176.70932,48.202347
0.25,418.55963,46.856586,64.57913,0.7093152,73.22097,2.5861404
0.25,477.40323,164.43692,95.05101,14.412138,176.70932,48.202347
0.01,418.55963,46.856586,64.57913,0.7093152,73.22097,2.5861404
0.1,418.55963,46.856586,64.57913,0.7093152,73.22097,2.5861404
0.1,405.3472,50.27065,94.96091,9.4696665,76.74634,26.61862
0.1,516.5948,83.08467,89.62666,7.8704615,118.516426,28.88458
0.1,507.964,93.773186,88.25336,3.9800034,128.32327,18.42855
2.0,516.5948,83.08467,89.62666,7.8704615,118.516426,28.88458
0.1,507.964,93.773186,88.25336,3.9800034,128.32327,18.42855
0.1,602.10974,128.82925,94.689575,16.735514,167.8658,52.41706
0.1,516.5948,83.08467,89.62666,7.8704615,118.516426,28.88458
0.25,723.9925,211.32248,95.13771,14.240726,244.34409,49.565712
0.25,872.0003,308.74094,97.888954,24.246534,327.55026,69.247345
0.1,550.9415,122.310165,91.40366,6.295698,157.31158,27.289913
0.1,355.22046,21.184042,57.38564,0.4265183,36.87096,0.5795685
0.25,481.7488,78.187485,95.7041,11.230849,111.23968,35.682465
6.72,nan,nan,nan,nan,nan,nan
27.1,50.91457,14.95837,52.19587,0.39099297,17.248209,0.3232568
0.1,nan,nan,nan,nan,nan,nan
0.25,390.09598,186.03874,96.725075,11.93654,185.64323,43.122444
0.1,351.13373,167.0584,94.41723,10.300983,166.72014,38.441227
0.1,419.78738,62.801865,76.99636,1.119111,91.41399,5.253761
0.25,390.09598,186.03874,96.725075,11.93654,185.64323,43.122444
0.01,38.018032,16.01797,87.95622,4.2911115,15.992639,6.067123
0.1,250.84517,117.56522,91.3708,6.292317,117.36243,24.655262
1.5,261.6595,78.52344,73.169205,0.90506506,89.72853,4.1523576
0.5,121.9668,64.46557,89.88596,6.32025,64.256195,18.187138
0.75,496.34055,62.169834,75.37727,1.283734,94.68874,6.1572194
0.1,269.16525,131.23866,94.56854,10.158776,130.95218,35.58696
0.25,504.14972,65.77896,87.80694,5.7738924,99.20008,21.452623
0.3,520.8652,296.57614,95.48451,16.154259,295.0294,53.978962
0.26,288.90637,147.5063,97.192726,17.802656,147.1008,52.802643
0.1,794.7486,292.4555,95.56861,17.773933,304.64713,57.292835
1.1,747.6779,226.09453,95.98095,17.139019,257.51245,55.7604
1.0,708.6082,202.54214,96.00178,17.505724,236.25897,56.242012
1.17,716.16144,206.98882,95.96659,15.988638,240.32649,53.229458
2.0,269.16525,131.23866,94.56854,10.158776,130.95218,35.58696
0.1,1068.2229,462.50998,96.95574,17.681444,461.8053,57.2437
0.15,1068.2229,462.50998,96.95574,17.681444,461.8053,57.2437
0.1,1068.2229,462.50998,96.95574,17.681444,461.8053,57.2437
0.1,1019.8106,401.2767,96.648575,15.737464,404.57318,53.25924
0.01,727.82367,244.2538,96.092255,16.26239,265.63953,54.044674
3.0,981.607,102.53863,96.768135,17.425098,162.61133,53.392654
0.5,1132.441,148.09534,96.79316,20.118925,223.2136,61.00589
1045.0,1116.0885,497.57425,98.79147,21.808926,496.48886,65.05678
0.01,219.05804,72.36709,87.73755,4.6147733,79.26776,16.138079
0.2,794.7486,292.4555,95.56861,17.773933,304.64713,57.292835
1.15,269.16525,131.23866,94.56854,10.158776,130.95218,35.58696
2.7,708.6082,202.54214,96.00178,17.505724,236.25897,56.242012
1.34,276.3676,94.68372,97.934555,14.4961195,102.002304,40.578884
0.1,233.13518,59.845863,89.46169,5.8516088,72.90493,18.395134
0.1,449.68408,81.98304,76.40792,0.9905177,112.63099,5.368561
0.1,413.06436,36.013798,69.49959,0.7762978,59.13755,2.3599267
0.1,413.06436,36.013798,69.49959,0.7762978,59.13755,2.3599267
0.1,418.55963,46.856586,64.57913,0.7093152,73.22097,2.5861404
0.1,516.5948,83.08467,89.62666,7.8704615,118.516426,28.88458
5.13,142.244,28.242048,92.468506,6.788044,37.74751,14.428966
0.1,418.55963,46.856586,64.57913,0.7093152,73.22097,2.5861404
0.5,831.87933,334.6324,93.78491,17.024462,334.60236,55.859867
0.1,921.3628,384.33273,94.8682,16.993803,384.05502,55.843956
0.1,65.87165,29.142391,95.68225,17.700996,29.088339,25.526045
1.0,248.32373,132.81198,96.211845,18.392357,132.38734,52.218754
0.1,251.50752,117.25824,97.29278,21.045496,117.06269,54.3635
0.1,859.37836,59.9623,75.406296,0.9716893,102.11258,4.931585
0.1,1145.6205,81.99131,91.567604,19.1008,139.09523,54.28879
0.1,258.55835,139.98662,96.535194,35.33219,139.51593,78.79065
0.1,816.87604,289.06735,94.59027,10.637379,306.75595,41.494823
0.1,317.9746,172.19975,96.02583,13.876682,171.58823,46.808582
0.1,891.8322,122.02495,96.86168,22.727606,181.8469,64.16148
55.0,1031.6321,215.00647,97.92574,21.677565,282.7108,64.56715
0.1,288.16098,92.79679,96.143906,18.647081,102.817505,47.81471
0.1,103.15645,43.340054,95.28335,12.343733,43.310055,24.018484
0.1,501.64948,115.855316,93.50146,10.508651,146.89664,37.735447
0.1,865.3151,71.60104,81.54536,2.146328,118.65636,11.036313
0.1,670.21387,160.78378,94.39462,16.025293,201.01138,52.494385
0.1,670.21387,160.78378,94.39462,16.025293,201.01138,52.494385
0.1,1084.6183,115.366,97.41773,22.509552,182.26517,63.81085
0.1,1041.1034,234.25089,98.17289,25.311935,299.83994,70.96556
3.3,611.60834,217.45119,95.43359,11.958912,230.2472,44.218807
51000.0,709.7984,196.8075,99.327354,44.981285,232.47072,98.444496
0.1,1169.5236,301.14056,91.538284,7.860937,366.41238,34.122562
0.1,1228.4138,137.51369,89.94534,7.6608477,214.8886,32.889896
0.1,1161.8181,297.04492,92.691864,10.219904,362.43085,40.508327
0.25,374.0039,122.15434,94.59312,27.849733,134.49188,67.64372
0.1,286.44852,152.49937,90.15989,8.623029,152.00523,33.44398
